productCode,section,category,name,onecname,extraDescription,description,size,color,country,manufacturer,packageSize,characteristics,measureUnit,stock,price,images
00000000853,Эндодонтия,Ручные Файлы,K-File 25 mm,K-File 25 mm 30,"К файлы, ручные файлы, эндотончиеские инструменты","К-файлы — ручной режущий стоматологический эндодонтический инструмент со спиральной нарезкой рабочей части, применяется для расширения и коррекции формы корневых каналов.  Материал рабочей режущей части – нержавеющая сталь, материал рукоятки – пластик (полибутилентерефталат). ПОКАЗАНИЯ К ПРИМЕНЕНИЮ: Универсальный инструмент, применяется как для прохождения, так и для расширения корневых каналов, в том числе сильно искривлённых.
ТЕХНИКА ПРИМЕНЕНИЯ: Обработка канала производится движением инструмента в вертикальном направлении «вверх» – «вниз» (пилящие движения). При введении допускаются вращательные движения на 90° по или против часовой стрелки, позволяющие инструменту продвигаться вперёд.",30,Синий,Швейцария,Dentsply Maillefer Sirona,Упаковка 6 шт.,"Длина 25 мм, 31 мм",упак,20.0,2300.0,https://i.ebayimg.com/images/g/nGsAAOSwASRfX8m9/s-l1200.webp
00000000868,Стоматологические Оборудования И Приборы,Скалеры,Ультразвуковой скалер RX-SL-A7,Скалер RX-SL-A7,"Скалер, ультразвуковой скалер","Ультразвуковой cкалер А7 -  стоматологический ультразвуковой прибор для очистки зубов со светодиодом. Особенности:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
1.Автоматической частотой отслеживания системы.
2.Точная установка 10 уровней мощности.
3.Двойной выбор подачи жидкости
4.Одна кнопка для переключения между сухой режим с автоматическим воды режим
<<<<<<< HEAD
5.Съемный наконечник со светодиодной подсветкой. 135 °C автоклаве, которые предотвращают кросс-инфекции.",,Белый,Китай,Rixi,1 шт,"G1,G4,G5,G6,P1,P3,P4,E1",шт,4.0,120000.0,https://s.alicdn.com/@sc04/kf/H50b4263ceaed4715aade4072267ce71aV.jpg
00000000876,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 04,Gutta Percha 04 (15),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
5.Съемный наконечник со светодиодной подсветкой. 135 °C автоклаве, которые предотвращают кросс-инфекции.",,Белый,Китай,Rixi,"G1,G4,G5,G6,P1,P3,P4,E1",,шт,4.0,120000.0,https://s.alicdn.com/@sc04/kf/H50b4263ceaed4715aade4072267ce71aV.jpg
00000000876,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 04 (15),Gutta Percha 04 (15),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",15,Белый,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,1.0,2000.0,https://el-dent.ru/UserFiles/Image/img1092_58653_big.jpg
00000000877,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 04 (20),Gutta Percha 04 (20),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",15,Белый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,1.0,2000.0,https://el-dent.ru/UserFiles/Image/img1092_58653_big.jpg
00000000877,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 04 (20),Gutta Percha 04 (20),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
Легкая извлекаемость из канала при необходимости",20,Желтый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,1.0,2000.0,https://el-dent.ru/UserFiles/Image/img1094_12842_big.jpg
<<<<<<< HEAD
00000000880,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 04 (35),Gutta Percha 04 (35),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
00000000880,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 04 (35),Gutta Percha 04 (35),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
Легкая извлекаемость из канала при необходимости",35,Зеленый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,34.0,2000.0,https://el-dent.ru/UserFiles/Image/img1098_13346_big.jpg
<<<<<<< HEAD
00000000881,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 04 (40),Gutta Percha 04 (40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
00000000881,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 04 (40),Gutta Percha 04 (40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
Легкая извлекаемость из канала при необходимости",40,Черный,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,9.0,2000.0,https://el-dent.ru/UserFiles/Image/img1099_30347_big.jpg
<<<<<<< HEAD
00000000882,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 04,Gutta Percha 04 (15-40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
00000000882,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 04 (15-40),Gutta Percha 04 (15-40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",15-40,Ассорти,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,20.0,2000.0,https://el-dent.ru/UserFiles/Image/img1093_23433_big.jpg
00000000883,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06 ,Gutta Percha 06 (15),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",15-40,Ассорти,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,20.0,2000.0,https://el-dent.ru/UserFiles/Image/img1093_23433_big.jpg
00000000883,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (15),Gutta Percha 06 (15),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",15,Белый,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,37.0,2200.0,https://el-dent.ru/UserFiles/Image/img1105_33611_big.jpg
00000000884,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06 (20),Gutta Percha 06 (20),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",15,Белый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,37.0,2200.0,https://el-dent.ru/UserFiles/Image/img1105_33611_big.jpg
00000000884,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (20),Gutta Percha 06 (20),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",20,Желтый,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,29.0,2200.0,https://el-dent.ru/UserFiles/Image/img1107_30731_big.jpg
00000000885,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06,Gutta Percha 06 (25),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",20,Желтый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,29.0,2200.0,https://el-dent.ru/UserFiles/Image/img1107_30731_big.jpg
00000000885,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (25),Gutta Percha 06 (25),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",25,Красный,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,36.0,2200.0,https://el-dent.ru/UserFiles/Image/img1109_70067_big.jpg
00000000886,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06 ,Gutta Percha 06 (30),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",25,Красный,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,36.0,2200.0,https://el-dent.ru/UserFiles/Image/img1109_70067_big.jpg
00000000886,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (30),Gutta Percha 06 (30),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
Легкая извлекаемость из канала при необходимости",30,Синий,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,16.0,2200.0,https://el-dent.ru/UserFiles/Image/img1110_23479_big.jpg
<<<<<<< HEAD
00000000887,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06 ,Gutta Percha 06 (35),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
00000000887,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (35),Gutta Percha 06 (35),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",35,Зеленый,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,36.0,2200.0,https://el-dent.ru/UserFiles/Image/img1111_76863_big.jpg
00000000888,Эндодонтия,Гуттаперчивые штифты,Gutta Percha 06 ,Gutta Percha 06 (40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
=======
Легкая извлекаемость из канала при необходимости",35,Зеленый,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,36.0,2200.0,https://el-dent.ru/UserFiles/Image/img1111_76863_big.jpg
00000000888,Эндодонтия,Гуттаперчивые Штифты,Gutta Percha 06 (40),Gutta Percha 06 (40),"Гутта перча, штифт внутриканальный, для высушивания, лечение эндодонтии, гуттаперча","Гуттаперчевые штифты эндоканальные являются основным материалом для пломбирования корневых каналов в комбинации с эндодонтическим силером. Штифты и стержни эндоканальные гуттаперчевые применяются в качестве основного пломбировочного материала в комбинации с эндодонтическим силером при лечении пульпитов и периодонтитов в различной этиологии. СВОЙСТВА И ПРЕИМУЩЕСТВА:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Штифты и стержни эндоканальные гуттаперчевые:
Биосовместимость
Пластичность
Рентгеноконтрастность
Отсутствие токсичности и раздражающего действия
Постоянство объема
<<<<<<< HEAD
Легкая извлекаемость из канала при необходимости",40,Черный,Китай,,Упаковка 60 шт,"Гутта, гутаперча, гутта штифты",шт,15.0,2200.0,https://el-dent.ru/UserFiles/Image/img1112_82257_big.jpg
00000000889,Эндодонтия,Бумажные штифты,Absorber paper Points 04 ,Absorber paper Points 04 (15),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",15,Белый,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,2.0,2000.0,https://shop.dentomir.ru/upload/resize_cache/iblock/23a/800_600_2/23a3d9b127d31858a19fb807b0ebbb02.jpg
00000000891,Эндодонтия,Бумажные штифты,Absorber paper Points 04 ,Absorber paper Points 04 (25),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",25,Красный,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,26.0,2000.0,https://shop.dentomir.ru/upload/resize_cache/iblock/23a/800_600_2/23a3d9b127d31858a19fb807b0ebbb02.jpg
00000000894,Эндодонтия,Бумажные штифты,Absorber paper Points 04,Absorber paper Points 04 (40),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",40,Черный,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,1.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000896,Эндодонтия,Бумажные штифты,Absorber paper Points 06,Absorber paper Points 06 (15),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",15,Белый,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,28.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000897,Эндодонтия,Бумажные штифты,Absorber paper Points 06,Absorber paper Points 06 (20),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",20,Желтый,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,14.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000898,Эндодонтия,Бумажные штифты,Absorber paper Points 06,Absorber paper Points 06 (25),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",25,Красный,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,25.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000899,Эндодонтия,Бумажные штифты,Absorber paper Points 06 ,Absorber paper Points 06 (30),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",30,Синий,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,8.0,1250.0,https://dentalinfo.com.ua/uploads/thumbs/170_170_Shtift_bymagni_META_1506089007.jpg
00000000902,Эндодонтия,Бумажные штифты,Absorber paper Points 06,Absorber paper Points 06 (15-40),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",15-40,Ассорти,Китай,,Упаковка 100 шт,"Бумажные штифты, пины",шт,21.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000904,Стоматологические оборудования и приборы,Стерилизация,Сухожаровый инфракрасный шкаф,Сухожар,сухожар,"Сухожаровой шкаф WX-12C Sanitizing Box: настоящая стерилизация и дезинфекция рабочего косметологического и медицинского инвентаря для надежной и чистой работы.
=======
Легкая извлекаемость из канала при необходимости",40,Черный,Китай,,Упаковка 60 шт.,"Гутта, гутаперча, гутта штифты",шт,15.0,2200.0,https://el-dent.ru/UserFiles/Image/img1112_82257_big.jpg
00000000889,Эндодонтия,Бумажные Штифты,Absorber paper Points 04 (15),Absorber paper Points 04 (15),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",15,Белый,Китай,,Упаковка 100 шт.,"Бумажные штифты, пины",шт,2.0,2000.0,https://shop.dentomir.ru/upload/resize_cache/iblock/23a/800_600_2/23a3d9b127d31858a19fb807b0ebbb02.jpg
00000000891,Эндодонтия,Бумажные Штифты,Absorber paper Points 04 (25),Absorber paper Points 04 (25),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",25,Красный,Китай,,Упаковка 100 шт.,"Бумажные штифты, пины",шт,26.0,2000.0,https://shop.dentomir.ru/upload/resize_cache/iblock/23a/800_600_2/23a3d9b127d31858a19fb807b0ebbb02.jpg
00000000894,Эндодонтия,Бумажные Штифты,Absorber paper Points 04 (40),Absorber paper Points 04 (40),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",40,Черный,Китай,,Упаковка 100 шт.,"Бумажные штифты, пины",шт,1.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
00000000896,Эндодонтия,Бумажные Штифты,Absorber paper Points 06 (15),Absorber paper Points 06 (15),"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",15,Белый,Китай,,Упаковка 100 шт.,"Бумажные штифты, пины",шт,28.0,2200.0,https://azdentall.com/cdn/shop/files/1420300900.jpg?v=1704534105&width=1100
